מה יקרה אם אתחיל תהליך אימון ולא אתמיד?,האימון מותאם בדיוק לקצב שלך. אנחנו לוקחים בחשבון רגעים כאלה ונותנים תמיכה רציפה כדי שתוכל לחזור למסלול. אתה לא לבד – יש ליווי אישי וצמוד.,
"אני לא יודע מה המטרה שלי בכלל – אולי האימון לא מתאים לי?,""דווקא מהמקום הזה מתחילים. חלק מהאימון הוא בדיוק לגלות ביחד מה חשוב לך, מה אתה רוצה ומה הדרך לשם. לא צריך לדעת מראש."","
"קשה לי לחשוף את עצמי. אולי לא ארגיש בנוח באימון.,""הקצב שלך הוא מה שחשוב. אתה בוחר מה לשתף ומתי. האימון נעשה ברגישות ובכבוד מלא אליך, בלי לחץ, ועם הרבה אמון הדדי."","
"אני מפחד להיכשל שוב.,""הפעם אתה לא לבד. האימון נותן לך כלים, מלווה אותך, ועוזר לך להתמודד גם עם החששות. הכישלונות הקודמים לא מגדירים אותך – הם חלק מתהליך ההתפתחות."","
"ומה אם אגלה על עצמי דברים שקשה לי להתמודד איתם?,""הגילוי העצמי נעשה באווירה תומכת. כל תובנה באה כדי לקדם אותך, לא להפחיד. המטרה היא לבנות ביטחון וחוסן תוך כדי תהליך."","
אני לא בטוח שזה הזמן המתאים להתחיל תהליך כזה.,אם אתה כבר חושב על שינוי – אולי דווקא עכשיו הזמן הכי נכון. לפעמים התלבטות היא סימן שהגיע הרגע לזוז קדימה.,
מה אם לא יהיה לי חיבור עם המאמן?,לכן מתחילים בפגישת היכרות לראות אם יש התאמה. ואם לא – נחפש עבורך את מי שכן מרגיש נכון. אתה לא מחויב למאמן מסוים.,
"אני מפחד משינויים – אולי עדיף לי להישאר עם מה שאני מכיר.,""הפחד טבעי, אבל אם אתה לא מרוצה מהמצב הנוכחי – האימון נותן מסלול בטוח ומובנה לשינוי, בלי קפיצות חדות או סיכונים מיותרים."","
"אני לא אוהב כשאומרים לי מה לעשות – אולי אימון זה לא בשבילי.,""אימון לא אומר לך מה לעשות. הוא שואל, משקף, מאתגר, ואתה זה שבוחר. הכל קורה מתוך דיאלוג ולא מתוך כפייה."","
"מה יחשבו עליי אם יגלו שאני עושה אימון?,""אימון הוא ביטוי לבשלות ולעוצמה – לא לחולשה. זו בחירה של אדם שמוכן להשקיע בעצמו ולהתפתח. גאווה, לא בושה."","
"אין לי כוחות להיכנס עכשיו לתהליך רגשי עמוק.,""האימון מותאם למה שמתאים לך עכשיו. גם שינוי קטן, בלי עומק רגשי, יכול להביא לתוצאות גדולות. אתה קובע את העומק והקצב."","
ניסיתי כבר תהליכים בעבר וזה איכזב – למה שזה יעבוד הפעם?,הפעם יש תהליך אישי מדויק עם מאמן שמתאים בדיוק לצרכים שלך. אם תגיע פתוח – תרגיש את ההבדל מהר מאוד.,
אולי זה לא מתאים לגיל או לשלב שבו אני נמצא?,האימון מתאים לכל שלב בחיים. לא צריך להיות בגיל מסוים או בשלב מסוים כדי להתחיל – רק לרצות לצמוח ולהשתפר.,
"איך אני יודע שהאימון באמת יתמקד בי ובמה שאני צריך?,""כל האימון בנוי סביבך – מה שחשוב לך, מה שבוער לך. אין תבנית אחת לכולם – הכל מותאם אליך אישית."","
ומה אם אצליח – ופתאום יפחיד אותי להתמודד עם זה?,גם בזה האימון תומך – לא רק להגיע להצלחה אלא גם לדעת להחזיק אותה וליהנות ממנה בביטחון ובשמחה.,
"כמה זמן נמשכת ההכשרה ואיך היא מחולקת בין תיאוריה לפרקטיקה?,""ההכשרה נמשכת כ־6 חודשים, פעם בשבוע אחר הצהריים. כבר מהמפגש הראשון יש שילוב של תיאוריה ופרקטיקה, כולל התנסות אישית, וליווי מלא מהמאמנים."","
"האם ההכשרה שלכם מוכרת או מאושרת על ידי גוף מקצועי?,""בהחלט. ההכשרה מאושרת על ידי לשכת המאמנים בישראל. מי שמסיים אותה יכול להירשם כמאמן מוסמך, לאחר עמידה בדרישות הלשכה."","
"מה היתרונות של ההכשרה שלכם לעומת תוכניות אחרות?,""ההבדל המרכזי הוא שתות היא לא רק בית ספר להכשרה – זו חברה אמיתית לאימון. אנחנו עוזרים לבוגרי ההכשרה לפתוח קליניקה, מביאים להם לקוחות, וממשיכים ללוות אותם גם אחר כך."","
"מי מעביר את ההכשרה? יש להם ניסיון?,""בוודאי. כל המאמנים הם מאמנים פעילים עם ניסיון של שנים. כולל אלון גל בעצמו – המאמן המוביל בישראל – ואחרים עם ניסיון עשיר באימון אישי, עסקי וארגוני."","
"מי יכול להתקבל להכשרה? יש סינון או שכולם יכולים?,""יש תהליך קבלה מסודר: סדנה עם אלון גל, מילוי ערכת הרשמה, דינמיקה קבוצתית וראיון אישי. רק המתאימים ביותר ממשיכים להכשרה."","
"יש ליווי גם אחרי שמסיימים את ההכשרה?,""בוודאי. הליווי האמיתי מתחיל דווקא בסיום ההכשרה. כל מאמן מצטרף לקבוצת ליווי קבועה עם מאמן בכיר, משתתף במפגשים עם אלון גל, ומקבל פרויקטים משמעותיים לאורך השנה."","
"מה כולל יום עבודה של מאמן בתות?,""המאמן מאמן בסניף קרוב לביתו, משוחח עם מתאמנים חדשים, משתתף במפגשי ליווי, בצמיחה אישית, באירועים חברתיים ובסדנאות העשרה מקצועיות – כל יום עשיר בהתפתחות והשפעה."","
"איך אתם תומכים במאמנים בתחילת הדרך כשיש להם אתגרים?,""כל מאמן מקבל ליווי שוטף ממאסטר קואצ’ עם ניסיון עשיר, כולל גיבוי מהמחלקה האקדמית. יש ספרייה של פתרונות, ליווי אישי, ואפילו תמיכה מאלון גל עצמו במידת הצורך."","
איך אתם מודדים הצלחה של מתאמן או מאמן?,הצלחה נמדדת באמצעות אבחון Qmark בתחילת התהליך ובדיקות שביעות רצון רבעוניות. המטרה היא שיפור מדיד ותחושת התקדמות אצל כל אחד מהצדדים.,
"מה קורה אם מישהו מחליט לעזוב באמצע או בסוף ההכשרה?,""אין התחייבות כספית מראש. משלמים רק על המפגשים שהשתתפו בהם בפועל. גם אחרי סיום מלא, אם מחליטים לא להמשיך – אין קנסות או התחייבויות נוספות."","
"יש גמישות בשעות הלימוד? אפשר לשלב עם עבודה?,""בהחלט. ההכשרה מתקיימת בערב, פעם בשבוע. אם מפסידים מפגש – אפשר להשלים בסניף אחר או במפגש פרטני עם מאמן. יש גם חומרי וידאו ותמיכה מותאמת."","
"אם אני רוצה קליניקה משלי – אתם עוזרים בזה?,""תות מפעילה 16 סניפים ברחבי הארץ, בהם ניתן לאמן בלי לפתוח קליניקה. אם אתה רוצה קליניקה משלך – נעזור לך לעצב, לשווק ולהקים אותה מהיסוד."","
"איך מוצאים לקוחות אחרי ההכשרה? צריך לשווק את עצמי?,""לא. תות מביאה את הלקוחות למאמנים דרך פניות יזומות, שיתופי פעולה עם גופים כמו פמי, חבר, משרדי ממשלה, ועוד. אין צורך לעשות שיווק עצמי."","
"מה קורה אם אני רוצה להתמחות בנושא מסוים?,""בהכשרה לומדים 4 התמחויות עיקריות, ואחריה יש עשרות התמחויות נוספות: עבודה עם ילדים, עסקים, טראומה, ועוד. נבנה איתך את המסלול המקצועי המתאים לך."","
"אפשר גם להתקדם לתפקידים אחרים חוץ מלאמן?,""בוודאי. אפשר להפוך למאסטר קואצ’, להוביל פרויקטים גדולים, להעביר הכשרות ולצמוח למנהיגות בתוך תות. הארגון כולו בנוי על קידום פנימי והתפתחות מתמדת."","
"אם אני מתלבט בין כמה תחומי אימון – איך תות עוזרת לי לבחור מה הכי מתאים לי?,""בהכשרה לומדים ארבעה תחומים עיקריים, ולאחר מכן תות עוזרת לך להבין במה אתה חזק ומעניין אותך במיוחד. משם בונים עבורך התמחויות נוספות ונתיב מקצועי אישי."","
"אם אני מתלבט בין כמה בתי ספר לאימון – איך אדע מה באמת שווה?,""אין טוב ממראי עיניים. בוא לפגוש את המאמנים בתות, להיכנס לסניפים, לראות את הפעילות בשטח – ולהחליט לפי המציאות, לא רק לפי הבטחות."","
"איך תות מתאימה את עצמה לשוק שמתעדכן כל הזמן?,""לתות יש מחלקת פיתוח מקצועי שמעדכנת כלים, מתודות ושיטות על בסיס שיתופי פעולה עם גופים כמו פמי, משרד החינוך ועוד – כך שההכשרה תמיד רלוונטית."","
"יש קהילה או מסגרת חברתית במקביל לאימון?,""בוודאי. יש מסיבות, סדנאות בבתי מלון, מפגשי מאמנים עם אלון גל, תערוכות מקצועיות, ארוחות חג, מפגשי העשרה ועוד – קהילה פעילה ומגובשת."","
"אם אני מפחד להתחיל תהליך אימון אישי – יש דרך לבדוק אם זה בכלל מתאים לי?,""לגמרי. מתחילים באבחון Qmark מקצועי ואישי, ללא עלות. רק אחרי האבחון אתה מחליט אם להמשיך – לפי התחושה והתוצאה בשטח."","
"אם אני לא בטוח מה בדיוק הבעיה שלי – אפשר להתחיל תהליך בכל זאת?,""כן. בדיוק בשביל זה יש את אבחון ה-Qmark – המאמן עוזר לנתח יחד איתך את התחומים שדורשים שיפור, וממקד איתך את הדרך קדימה."","
"מה זה בדיוק אבחון Qmark?,""זהו אבחון מקצועי שבוחן 49 נושאים שונים בחיים או בעסק, מזהה בדיוק איפה הכשל או האתגר, ומספק תוכנית פעולה עם המאמן. ניתן חינם, כבסיס לתהליך. https://www.facebook.com/100044275547251/posts/1195172128635294/"",https://www.facebook.com/100044275547251/posts/1195172128635294/"
"אם אין לי עסק, רק רעיון, אתם עדיין יכולים לעזור לי?,""בוודאי. תות בונה תוכנית ליווי כבר משלב הרעיון – איך להפוך אותו לעסק אמיתי, לבדל את עצמך מהשוק, לבנות יתרון יחסי ולהתחיל נכון."","
יש לכם ניסיון עם עסקים תקועים או קורסים?,מאות עסקים שעברו דרך תות התחילו בדיוק מהמצב הזה. אבחון Qmark מזהה את הגורמים לחסימה ובונה עם המאמן תוכנית פעולה מדויקת לפריצה קדימה.,
"מה לגבי שיפור אישי, לא רק עסקי?,""תות מלווה גם אנשים פרטיים – בתחום קריירה, זוגיות, ביטחון עצמי, תקשורת ועוד. כל אחד מקבל ליווי אישי לפי הצורך הספציפי שלו."","
"אני הורה ומרגיש אובדן שליטה מול הילדים – יש לכם תוכנית לזה?,""כן. תות מפעילה תוכניות מיוחדות להורים, מבוססות על שיטות מוכחות והכשרה של משרד החינוך. המאמן בונה איתך תוכנית שמחזירה שליטה, סבלנות וביטחון להורות."","
"איך מתחילים תהליך כזה?,""פשוט פונים אלינו דרך האתר או בטלפון. נבצע בירור צרכים קצר, נתאם לך אבחון עם מאמן מתאים, ומשם יוצאים לדרך."","
"יש עלות לאבחון?,""לא. אבחון Qmark ניתן ללא עלות – כחלק מהשירות הראשוני שלנו, מתוך רצון אמיתי לעזור לך לראות איפה אתה עומד ואיך אפשר לשפר."","
"אין לי זמן – איך אתחייב לאימון?,""אם אין לך זמן – אולי דווקא בגלל זה אתה צריך אימון. המאמן יעזור לך לנהל זמן, לייצר סדר ולהפסיק לרדוף אחרי דברים. שעה בשבוע – שיכולה לשנות הכל."","
"אני לא בטוח אם האימון יתאים לי – איך אדע?,""לאחר 3 מפגשים בלבד מתקיימת שיחת משוב, ואם אתה לא מרגיש שזה מתאים – פשוט לא ממשיכים. אין התחייבות. זו הזדמנות לבדוק בלי סיכון."","
"אני חושש מהמחיר – זה יקר לי?,""האימון מותאם לתקציב שלך. אפשר לשלם בפריסות נוחות, לפעמים גם רק 150 ש”ח לחודש. המטרה היא לאפשר לכל אחד לעבור תהליך משמעותי בלי להכביד כלכלית."","
"יש דרך לדעת מראש אם המאמן יתאים לי?,""כן. מתחילים בפגישת היכרות, ורק אם יש חיבור טוב ממשיכים הלאה. אתה לא נכנס לתהליך בלי להרגיש בנוח עם האדם שמולך."","
"איך תהליך כזה משתלב עם עבודה ומשפחה?,""האימון מתקיים בזמנים נוחים – בדרך כלל בערב – ומתחשב בלוח הזמנים שלך. זה תהליך שמותאם אליך, לא להפך."","
"יש תוצאה בטוחה או שזה הימור?,""האימון לא קסם – אבל כשעובדים נכון ובמחויבות, יש תוצאות ברורות. השיטה שלנו עובדת כבר 25 שנה עם עשרות אלפי לקוחות."","
"מה אם אתחיל – ואגלה שזה לא בשבילי?,""אחרי שלושה מפגשים מתקיימת שיחת משוב, וניתן להחליט אם ממשיכים. גם אם עוצרים – כבר יש לך תוכנית פעולה וכלים להמשך לבד."","
"אם האימון לא עובד – אני סתם אבזבז כסף?,""ממש לא. אם אחרי שלושה מפגשים אתה מרגיש שלא מתאים – עוצרים, בלי התחייבויות. כל מה ששילמת הולך על מה שכבר קיבלת – ולא יותר."","
אם ארצה להפסיק באמצע זה אפשרי?,בהחלט. כל אדם רשאי להפסיק מתי שהוא רוצה. אתה לא כבול לתהליך – אנחנו מאמינים בבחירה חופשית ובאמון הדדי.,
"אם אהיה עסוק בהמשך – אצטרך להפסיד הכל?,""לא. יש הקלטות, סיכומים, אפשרות להשלים מפגשים ולהמשיך בקצב שלך. תות בנויה כך שתוכל להצליח גם כשקצב החיים משתנה."","
"מה קורה אם המאמן והמתאמן לא מסתדרים?,""אם החיבור לא טוב – מחליפים מאמן. זה קורה לפעמים, ואנחנו מתייחסים לזה ברגישות ובמהירות. חשוב לנו שתרגיש בטוח ונוח בתהליך."","
"מה מייחד את תות מארגונים אחרים?,""תות היא לא רק בית ספר – זו חברת אימון שעובדת בפועל עם משפחות, עסקים וארגונים. אנחנו חיים את מה שאנחנו מלמדים."","
"יש משהו שמבטיח תוצאה?,""אין תוצאה בלי מחויבות – אבל השיטה שלנו, הליווי הצמוד, האבחון המדויק וההתאמה האישית מביאים תוצאות כבר 25 שנה. זה לא הימור – זו שיטה שעובדת."","
"יש אנשים שאימון לא מתאים להם?,""יכול להיות – ולכן אנחנו מתחילים באבחון והיכרות. לא כל אחד מתאים, ואנחנו דוגלים בכנות. אם זה לא מתאים – נגיד את זה ביושר."","
"מה אם לא אצליח לעמוד בציפיות של המאמן?,""המאמן לא שופט ולא דורש – הוא מלווה, מקשיב, ומשקף. אתה קובע את הקצב, ואנחנו איתך גם כשיש קשיים. האמון הוא הבסיס להכל."","
"אם אבוא בלי מטרה ברורה – איך תדעו לעזור לי?,""אנחנו מתחילים באבחון שמגלה מה באמת חסר, מה עוצר אותך, ואיך אפשר לשחרר. אין צורך להגיע עם תשובות – אלא עם פתיחות."","
"אפשר לעבור תהליך קצר, בלי להתחייב ליותר מדי זמן?,""בוודאי. יש תהליכים ממוקדים של שלושה חודשים, לפעמים אפילו קצרים יותר. הכל בהתאם למטרה שלך ולמה שתרצה להשיג."","
האם אפשר להפסיק תהליך גם אם כבר עברתי חלק ממנו?,בוודאי. כל אחד בוחר אם להמשיך או להפסיק. התהליך הוא שלך – ואנחנו מכבדים את זה לחלוטין.,
"האם אפשר להיכנס לאימון גם כשאין לי בעיה ברורה אלא רצון לצמוח?,""בוודאי. האימון מיועד גם לאנשים שרוצים לממש את עצמם, להתקדם, להגשים מטרות או פשוט להרגיש טוב יותר. לא צריך להיות 'משבר' כדי לצמוח."","
"מה אם ארגיש שהאימון חושף דברים שאני לא מוכן להתמודד איתם?,""המאמן מתקדם איתך בקצב שלך. שום דבר לא נכפה – רק מה שאתה מוכן ומעוניין בו. זה תהליך בטוח, מחזיק ומכיל."","
"האם תהליך האימון כולל גם עבודה מעשית או רק שיחות?,""יש גם וגם. האימון כולל משימות, תרגילים, חקירה עצמית וגם יישום מעשי. המטרה היא לא רק לדבר אלא לייצר תוצאות אמיתיות בשטח."","
"כמה זמן נמשך כל מפגש אימון?,""מפגש נמשך בין שעה לשעה ורבע, פעם בשבוע. משך התהליך הכולל משתנה בהתאם למטרה – יש תהליכים קצרים ויש ארוכים."","
"האם אני בוחר את המאמן או שמישהו בוחר בשבילי?,""אנחנו מתאימים לך את המאמן לפי הצרכים שלך, האזור הגיאוגרפי והסגנון שלך – אבל ההחלטה היא תמיד שלך."","
"איך נדע שהמאמן באמת מתאים לי?,""מתחילים בפגישת היכרות ללא התחייבות. רק אם יש חיבור – ממשיכים. אם לא, נמצא מאמן אחר שמתאים לך יותר."","
"מה קורה אם אני מרגיש שהאימון לא מתקדם?,""יש שיחות מעקב ומשוב, ואם צריך משנים גישה, מטרות או מאמן. חשוב לנו שהתהליך יהיה אפקטיבי, לא שגרתי."","
האם אפשר לקבל החזר כספי אם התחרטתי?,אם לא התחלת – לא משלמים. אם התחלת – משלמים רק על מה שקיבלת. אין קנסות או התחייבויות מיותרות.,
"האם תות עוזרת גם לאנשים בתהליכי גירושין או זוגיות במשבר?,""בוודאי. יש לנו תוכניות ייעודיות לליווי זוגי, כולל מצבי משבר, פרידה או שיקום הקשר. המאמן עוזר לכם לגבש החלטה ולעבור את הדרך בביטחון."","
"אני מרגיש שחסר לי מישהו לדבר איתו. האם זה מספיק סיבה לפנות לתות?,""בהחלט. לפעמים שיחה אחת עם אדם שמקשיב באמת יכולה לעשות הבדל עצום. מאמן הוא בדיוק המקום הבטוח הזה – ללא שיפוטיות, רק הקשבה והכוונה."","
"האם יש סיכון שאני אקבל עצות לא מתאימות או מזיקות?,""המאמנים בתות פועלים לפי קוד אתי מחמיר, עם הכשרה עמוקה וליווי מקצועי קבוע. הם לא נותנים עצות – אלא שואלים, משקפים ומובילים אותך לגילוי אישי."","
"האם תות פונה גם לציבור הדתי/חרדי?,""בהחלט. יש לנו מאמנים שמכירים את עולמות הדת והמסורת, ויכולים להתאים את השפה, התוכן והגישה. תות מתאימה את עצמה לאדם – לא להפך."","
אם אני מרגיש שחוויתי כישלונות בעבר – זה לא מעיד שזה ייכשל גם כאן?,ממש לא. בתות אנחנו רואים כל כישלון כבסיס ללמידה וצמיחה. אם תבוא פתוח – האימון יכול להפוך את הכישלונות לנקודת זינוק.,
"אני בן אדם מאוד ביקורתי, גם כלפי עצמי – זה יפריע לאימון?,""להפך. אנחנו נשתמש בביקורתיות שלך ככלי חקירה ועבודה עצמית. מאמן טוב יעזור לך להפוך את זה ליתרון, לא לעול."","
"מה יקרה אם אכעס במהלך התהליך או אתייאש?,""זה חלק טבעי מתהליך עומק. המאמן יכיל את זה, יעזור לך להבין מאיפה זה בא – ויחד תמשיכו לצמוח מתוך הקושי."","
"אני מרגיש שאף פעם לא באמת מצליח להתמיד – איך האימון יכול לעזור לי בזה?,""האימון מלמד אותך ליצור משמעת עצמית, להציב מטרות אמיתיות ולשמר מוטיבציה. אתה לא לבד – המאמן איתך בכל צעד, גם כשקשה."","
"האם תות עובדת עם בני נוער?,""כן. יש לנו מסלולים מיוחדים לבני נוער, כולל חיבור עם ההורים, התמודדות עם לחץ חברתי, דימוי עצמי, לימודים ועוד – בגובה העיניים."","
"האם תהליך האימון יכול לעזור לי למצוא כיוון מקצועי?,""בהחלט. זה אחד התחומים המרכזיים אצלנו. יחד עם המאמן תבנה חזון, תזהה חוזקות ותיצור תוכנית ברורה להגשמה מקצועית."","
"אם יש לי מאמן או מטפל שאני כבר עובד איתו – זה מתנגש?,""לא בהכרח. לפעמים האימון משלים את מה שכבר קיים. אם תרצה – אפשר לשלב, לתאם או להחליט יחד מה הכי נכון עבורך."","
"אני מרגיש שאין לי שליטה על סדר היום שלי. האימון יכול לעזור בזה?,""בהחלט. זו בדיוק אחת מהמטרות המרכזיות של האימון – לעזור לך ליצור שליטה, סדר עדיפויות, והתנהלות שתשרת אותך ולא תכביד עליך."","
"אני חושש להיחשף יותר מדי – זה יקרה לי באימון?,""הקצב והעומק תמיד בשליטתך. המאמן לא לוחץ – רק פותח אפשרויות. אתה מחליט מתי, כמה, ואיך."","
האם אני יכול להתחיל אימון בלי לספר לאף אחד?,בוודאי. האימון דיסקרטי לחלוטין. אתה לא חייב לשתף אף אחד אם לא תרצה – כל מה שנאמר נשאר בין המאמן לבינך.,
"אני מרגיש שאני לא יודע לבטא את עצמי – איך אוכל להפיק מהאימון משהו?,""המאמן יעזור לך למצוא את המילים, להקשיב לעצמך, ולהבין את הרגשות והצרכים שלך. זה תהליך שנבנה בהדרגה, בקצב שלך."","
"יש מישהו שאפשר לשמוע ממנו איך היה לו התהליך?,""כן. יש עשרות בוגרים שישמחו לשתף – אפילו אפשר לפגוש אותם, לשוחח איתם, או להגיע לערב חשיפה ולשמוע ממקור ראשון."","
"אם אני גר רחוק מאחד הסניפים – איך זה עובד?,""יש סניפים בכל הארץ, וגם אפשרות לאימון אונליין בזום. נמצא את הדרך הנוחה ביותר בשבילך – בלי פשרות על האיכות."","
"האם תות פועלת גם במגזר הערבי?,""כן. יש מאמנים דוברי ערבית ואנחנו פועלים גם עם אוכלוסיות מגוונות, מתוך כבוד ורגישות לכל תרבות ורקע."","
